t,cmd_v,cmd_w,slew_v,slew_w,cmd_left_rpm,cmd_right_rpm,fb_left_rpm,fb_right_rpm,left_counts,right_counts,x,y,theta_deg,odom_v,odom_w,odom_v_raw,odom_w_raw,axis1_state,axis2_state
22.599295872000084,0.0,0.0,0.0,0.0,0.0,0.0,-0.95,-0.95,715485,872279,2.4746644053673474,2.7822208368481376,132.20047919694753,-0.01572916313598001,-0.00010914343466112192,-0.009759053407492842,0.0,operation_enabled,operation_enabled
22.61940788800007,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-0.7,715461,872256,2.474764292127205,2.7821106805804536,132.20132233375713,-0.012501684878546575,0.00021641739880629883,-0.007393603039385926,0.0007316776882123643,operation_enabled,operation_enabled
22.639533245000166,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,-0.55,715443,872236,2.4748450509798694,2.7820216174719534,132.19963606013795,-0.009973117376943631,-0.000433868985929579,-0.0059738440540436834,-0.0014623853253472906,operation_enabled,operation_enabled
22.659646517000056,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-0.4,715430,872221,2.474904555571435,2.7819559902722752,132.1979497865188,-0.007816870841604463,-0.0008324597363140002,-0.004404424625733807,-0.0014632639952603993,operation_enabled,operation_enabled
22.67978304799999,0.0,0.0,0.0,0.0,0.0,0.0,-0.35,-0.35,715425,872218,2.4749215568833107,2.7819372396437956,132.19963606013795,-0.005275014312862432,5.64392985077961e-05,-0.00125695349413438,0.001461573830388814,operation_enabled,operation_enabled
22.699916777,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25,715416,872207,2.4749640601630003,2.781890363072597,132.1979497865188,-0.004448896071225641,-0.0005317936735233661,-0.0031428210591419297,-0.0014617772368102008,operation_enabled,operation_enabled
22.720042740000054,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.2,715408,872202,2.474991687518986,2.7818598935045937,132.20047919694755,-0.003517192875839975,0.0005238764188307553,-0.002043621956130566,0.002193511938601681,operation_enabled,operation_enabled
22.740177983000194,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,-0.15,715405,872195,2.4750129391588285,2.7818364552189965,132.19710664970918,-0.0027632190304611847,-0.0008118069725179311,-0.0015712923727774373,-0.0029233346470277904,operation_enabled,operation_enabled
22.76030306000007,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,715401,872190,2.4750320648586372,2.7818153600583306,132.19626351289958,-0.002240941659041233,-0.0007805851230669182,-0.0014148774871919224,-0.0007312028357580991,operation_enabled,operation_enabled
22.78042412900004,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,715398,872188,2.47504269024742,2.7818036405246276,132.19710664970918,-0.0016775190303084954,-0.00019501215659804936,-0.0007861996236429796,0.0007313484871097484,operation_enabled,operation_enabled
